gen_loss,l1_loss,ssim_loss,perpectual_loss
11.661511421203613,0.07001517713069916,0.9508562684059143,0.2849960923194885
12.614227294921875,0.06710107624530792,0.9343385100364685,0.31578248739242554
14.123444557189941,0.07952126115560532,0.9090277552604675,0.34911882877349854
15.943037033081055,0.08882936090230942,0.859467625617981,0.379700243473053
13.235772132873535,0.09985076636075974,0.9277772903442383,0.3220790922641754
15.037504196166992,0.10118363797664642,0.9131428599357605,0.36737069487571716
14.501703262329102,0.09440305083990097,0.928931474685669,0.36113953590393066
12.534262657165527,0.09203585982322693,0.8523377180099487,0.2709401547908783
11.20833969116211,0.07387187331914902,0.9194315075874329,0.2653643786907196
11.4393892288208,0.07586083561182022,0.9295836687088013,0.2772296965122223
17.844881057739258,0.09574370086193085,0.8045158386230469,0.4147561192512512
15.31741714477539,0.11606673896312714,0.8980023860931396,0.3653116226196289
14.741996765136719,0.11269153654575348,0.8983949422836304,0.35271257162094116
15.871870040893555,0.12607212364673615,0.870804488658905,0.36938706040382385
12.989184379577637,0.07764571905136108,0.9339330792427063,0.33323049545288086
20.85784149169922,0.13989542424678802,0.782413125038147,0.4820641875267029
13.999652862548828,0.07775319367647171,0.8885934948921204,0.3498924970626831
13.616647720336914,0.19093526899814606,0.9300016760826111,0.30062657594680786
13.639019966125488,0.05619080364704132,0.8936942219734192,0.34437885880470276
12.165977478027344,0.05604894831776619,0.9364417195320129,0.3094366192817688
18.917966842651367,0.2270410656929016,0.8981224298477173,0.43168798089027405
10.965835571289062,0.06306030601263046,0.9508213400840759,0.2767843008041382
16.330413818359375,0.08600019663572311,0.8768774271011353,0.41011571884155273
13.352555274963379,0.11269915848970413,0.9272253513336182,0.3311214745044708
12.842884063720703,0.11230595409870148,0.9347545504570007,0.30724337697029114
15.966902732849121,0.11010720580816269,0.9082927703857422,0.40219414234161377
16.240962982177734,0.13768942654132843,0.8722953200340271,0.3798077404499054
11.189518928527832,0.08280370384454727,0.942864179611206,0.2795158922672272
10.091416358947754,0.04082133620977402,0.9476850032806396,0.2683039903640747
14.926587104797363,0.10056836903095245,0.9122354984283447,0.3726503849029541
12.882346153259277,0.07351484149694443,0.9182166457176208,0.3286854922771454
17.204877853393555,0.09557493031024933,0.825998067855835,0.404845267534256
15.596573829650879,0.08702201396226883,0.8192828297615051,0.3549414277076721
15.2831449508667,0.1615435630083084,0.7691798806190491,0.2890157103538513
13.770988464355469,0.0877988338470459,0.880732536315918,0.33092862367630005
15.804054260253906,0.10871963202953339,0.8371504545211792,0.3614143133163452
12.869261741638184,0.0999850332736969,0.9366089701652527,0.31675639748573303
13.110559463500977,0.055746037513017654,0.9381875991821289,0.34656938910484314
11.850252151489258,0.046877142041921616,0.9342663884162903,0.30706360936164856
15.31552505493164,0.10826516151428223,0.8640448451042175,0.3556513488292694
17.167226791381836,0.15748026967048645,0.8359172940254211,0.3802943825721741
10.840743064880371,0.03803548216819763,0.9427540898323059,0.2945004999637604
13.787820816040039,0.061572492122650146,0.9311173558235168,0.3665241003036499
14.523271560668945,0.06887059658765793,0.8903944492340088,0.36368077993392944
10.77238941192627,0.06440010666847229,0.9499380588531494,0.2762625515460968
10.652294158935547,0.04446359723806381,0.9431844353675842,0.2733061909675598
13.055415153503418,0.08593183010816574,0.9364678859710693,0.3386572301387787
11.327680587768555,0.08014517277479172,0.9480953812599182,0.28960269689559937
11.147615432739258,0.06202700361609459,0.9358815550804138,0.2852509021759033
18.51114845275879,0.136743426322937,0.898724377155304,0.4684591293334961
14.369752883911133,0.061810556799173355,0.9209446310997009,0.3766603469848633
12.351856231689453,0.05902350693941116,0.9357600212097168,0.31799933314323425
14.108800888061523,0.10372944176197052,0.8637297749519348,0.3178955316543579
11.32667064666748,0.0407484695315361,0.9356087446212769,0.3012613356113434
16.146570205688477,0.09925617277622223,0.9121527075767517,0.4124975800514221
16.571182250976562,0.1267281472682953,0.9205267429351807,0.41727858781814575
11.619349479675293,0.07649913430213928,0.9532387852668762,0.2913685739040375
13.60077953338623,0.08094999939203262,0.9181221127510071,0.33959606289863586
13.487797737121582,0.08375690132379532,0.9180485010147095,0.33994007110595703
18.07207489013672,0.13040190935134888,0.8038512468338013,0.39791810512542725
13.09700870513916,0.06896763294935226,0.8735906481742859,0.29649055004119873
12.104850769042969,0.06753303855657578,0.9299775958061218,0.3028178811073303
14.690932273864746,0.1038917824625969,0.8852607607841492,0.34268248081207275
14.234928131103516,0.07864449918270111,0.8882943391799927,0.34663820266723633
12.711548805236816,0.09345387667417526,0.9395756125450134,0.32138705253601074
15.551856994628906,0.07747094333171844,0.8323661684989929,0.3570829927921295
12.49169921875,0.09321165084838867,0.9464845657348633,0.3150162100791931
12.008012771606445,0.07061806321144104,0.9446610808372498,0.30574721097946167
12.874456405639648,0.052541594952344894,0.9249241948127747,0.33020004630088806
14.524937629699707,0.1339000016450882,0.9125251173973083,0.3312700688838959
10.44553279876709,0.05594154819846153,0.9543712735176086,0.2563062608242035
14.455215454101562,0.06469082087278366,0.8998121023178101,0.35011202096939087
12.424123764038086,0.07294828444719315,0.937247097492218,0.3023362159729004
11.481916427612305,0.0843248963356018,0.8671879172325134,0.23816707730293274
12.166081428527832,0.05981728434562683,0.9249055981636047,0.3026901185512543
15.87042236328125,0.13829174637794495,0.8271580934524536,0.334738552570343
